,Unnamed: 0,filename,address,building_address_full,first_floor_elevation_ft,assessment_type,year_built,effective_year_built,roof_shape,roof_cover,wall_cladding,number_of_stories,building_address_full_cleaned,masked
271,171,Add%44 Blue Water Dr Key West Monroe FL%Gable.jpg,44 Blue Water Dr Key West Monroe FL 33040 US,44 Blue Water Dr Key West Monroe FL 33040 US,8.0,Single Family Residence,1993.0,1997.0,Gable,Corrugated metal,Stucco,1.0,44BlueWaterDrKeyWestMonroeFL33040US,0.0
272,294,Add%481 Coral Ave Ramrod Key Monroe FL%Hip.jpg,481 Coral Ave Ramrod Key Monroe FL 33042 US,481 Coral Ave Ramrod Key Monroe FL 33042 US,8.0,Single Family Residence,1992.0,2003.0,Hip,Asphalt shingles (3-tab),Vinyl siding,1.0,481CoralAveRamrodKeyMonroeFL33042US,0.0
273,323,Add%27376 Tobago Ln Ramrod Key Monroe FL%Gable.jpg,27376 Tobago Ln Ramrod Key Monroe FL 33042 US,27376 Tobago Ln Ramrod Key Monroe FL 33042 US,8.0,Single Family Residence,2004.0,2004.0,Gable,Asphalt shingles (3-tab),Vinyl siding,1.0,27376TobagoLnRamrodKeyMonroeFL33042US,0.0
274,4,Add%589 Pirates Rd Little Torch Key Monroe FL%Hip.jpg,589 Pirates Rd Little Torch Key Monroe FL 33042 US,589 Pirates Rd Little Torch Key Monroe FL 33042 US,0.0,Single Family Residence,2017.0,2017.0,Hip,Standing Seam Metal,Stucco,2.0,589PiratesRdLittleTorchKeyMonroeFL33042US,0.0
276,333,Add%315 Copeland Ave N Everglades City Collier FL%Complex.jpg,315 Copeland Ave N Everglades City Collier Florida 34139 USA,315 Copeland Ave N Everglades City Collier Florida 34139 USA,1.0,Single Family Residence,1957.0,1957.0,Complex,Standing Seam Metal,Vinyl siding,1.0,315CopelandAveNEvergladesCityCollierFlorida34139USA,0.0
277,247,Add%1154 Vernon Pl Marco Island Collier FL%Complex.jpg,1154 Vernon Pl Marco Island Collier FL 34145 US,1154 Vernon Pl Marco Island Collier FL 34145 US,0.0,Single Family Residence,1979.0,1979.0,Complex,Standing Seam Metal,Wood plank siding,2.0,1154VernonPlMarcoIslandCollierFL34145US,0.0
278,49,Add%836 89th St Marathon Monroe FL%Gable.jpg,836 89th St Marathon Monroe Florida United States,836 89th St Marathon Monroe Florida United States,12.0,Single Family Residence,1997.0,2002.0,Gable,Standing Seam Metal,Vinyl siding,1.0,83689thStMarathonMonroeFloridaUnitedStates,0.0
280,369,Add%700 89th Street Ocean Marathon Monroe County FL%Flat.jpg,700 89th Street Ocean Marathon Monroe County Florida 33050 United States,700 89th Street Ocean Marathon Monroe County Florida 33050 United States,0.0,Apartment / Condo,1976.0,1986.0,Flat,Standing Seam Metal,Stucco,1.0,70089thStreetOceanMarathonMonroeCountyFlorida33050UnitedStates,0.0
281,217,Add%760 Inlet Dr Marco Island Collier FL%Complex.jpg,760 Inlet Dr Marco Island Collier FL 34145 US,760 Inlet Dr Marco Island Collier FL 34145 US,0.0,Single Family Residence,2006.0,2006.0,Complex,Tile (clay),Stucco,2.0,760InletDrMarcoIslandCollierFL34145US,0.0
282,720,Add%1209 6th Ave Marco Island Collier FL%Hip.jpg,1209 6th Ave Marco Island Collier FL 34145 US,1209 6th Ave Marco Island Collier FL 34145 US,0.0,Single Family Residence,1989.0,1989.0,Hip,Asphalt shingles (laminated),Stucco,1.0,12096thAveMarcoIslandCollierFL34145US,0.0
283,637,Add%28533 Tortuga Rd Little Torch Key Monroe County FL%Hip.jpg,28533 Tortuga Rd Little Torch Key Monroe County Florida 33042 United States,28533 Tortuga Rd Little Torch Key Monroe County Florida 33042 United States,9.0,Single Family Residence,1993.0,1997.0,Hip,Tile (clay),Stucco,2.0,28533TortugaRdLittleTorchKeyMonroeCountyFlorida33042UnitedStates,0.0
284,213,Add%27173 Mariposa Rd Ramrod Key Monroe FL%Gable.jpg,27173 Mariposa Rd Ramrod Key Monroe FL 33042 US,27173 Mariposa Rd Ramrod Key Monroe FL 33042 US,8.0,Single Family Residence,1998.0,2003.0,Gable,Standing Seam Metal,Vinyl siding,1.0,27173MariposaRdRamrodKeyMonroeFL33042US,0.0
285,364,Add%3973 Hall Rd Big Pine Key Monroe FL%Gable.jpg,3973 Hall Rd Big Pine Key Monroe FL 33043 US,3973 Hall Rd Big Pine Key Monroe FL 33043 US,8.0,Single Family Residence,1986.0,2006.0,Gable,Standing Seam Metal,Vinyl siding,1.0,3973HallRdBigPineKeyMonroeFL33043US,0.0
286,93,Add%27436 Tobago Lane Summerland Key Monroe County FL%Gable.jpg,27436 Tobago Lane Summerland Key Monroe County Florida 33042 United States,27436 Tobago Lane Summerland Key Monroe County Florida 33042 United States,8.0,Single Family Residence,1985.0,1999.0,Gable,Asphalt shingles (3-tab),"Stucco,Wood panel siding",1.0,27436TobagoLaneSummerlandKeyMonroeCountyFlorida33042UnitedStates,0.0
287,313,Add%31233 Avenue D Big Pine Key Monroe FL%Gable.jpg,31233 Avenue D Big Pine Key Monroe FL 33043 US,31233 Avenue D Big Pine Key Monroe FL 33043 US,8.0,Single Family Residence,2005.0,2010.0,Gable,Asphalt shingles (laminated),Vinyl siding,1.0,31233AvenueDBigPineKeyMonroeFL33043US,0.0
288,351,Add%991 Winterberry Dr Marco Island Collier FL%Complex.jpg,991 Winterberry Dr Marco Island Collier FL 34145 US,991 Winterberry Dr Marco Island Collier FL 34145 US,0.0,Church,1986.0,1986.0,Complex,Asphalt shingles (3-tab),Stucco,1.0,991WinterberryDrMarcoIslandCollierFL34145US,0.0
291,604,Add%23026 Tarpon Lane Cudjoe Key Monroe County FL%Hip_Gable.jpg,23026 Tarpon Lane Cudjoe Key Monroe County Florida 33042 United States,23026 Tarpon Lane Cudjoe Key Monroe County Florida 33042 United States,8.0,Single Family Residence,1988.0,2005.0,Hip/Gable,Standing Seam Metal,"Stucco,Wood panel siding",1.0,23026TarponLaneCudjoeKeyMonroeCountyFlorida33042UnitedStates,0.0
292,453,Add%7 Spanish Trl Naples Collier FL%Gable.jpg,7 Spanish Trl Naples Collier FL 34113 US,7 Spanish Trl Naples Collier FL 34113 US,2.0,Mobile Home,1974.0,1974.0,Gable,Standing Seam Metal,Vinyl siding,1.0,7SpanishTrlNaplesCollierFL34113US,0.0
293,439,Add%17153 Buttonwood Drive West Upper Sugarloaf Key Monroe County FL%Hip.jpg,17153 Buttonwood Drive West Upper Sugarloaf Key Monroe County Florida 33042 United States,17153 Buttonwood Drive West Upper Sugarloaf Key Monroe County Florida 33042 United States,8.0,Single Family Residence,1998.0,2013.0,Hip,Standing Seam Metal,Vinyl siding,1.0,17153ButtonwoodDriveWestUpperSugarloafKeyMonroeCountyFlorida33042UnitedStates,0.0
294,46,Add%223 Pirates Rd Little Torch key Monroe FL%Complex.jpg,223 Pirates Rd Little Torch key Monroe FL 33042 US,223 Pirates Rd Little Torch key Monroe FL 33042 US,8.0,Single Family Residence,1987.0,1995.0,Complex,Asphalt shingles (3-tab),Wood panel siding,1.0,223PiratesRdLittleTorchkeyMonroeFL33042US,0.0
295,109,Add%303 Copeland Avenue N Everglades City Collier County FL%Gable_Complex.jpg,303 Copeland Avenue N Everglades City Collier County Florida 34139 United States,303 Copeland Avenue N Everglades City Collier County Florida 34139 United States,1.75,Single Family Residence,1997.0,1997.0,"Gable,Complex",Asphalt shingles (laminated),"Stucco,Vinyl siding",3.0,303CopelandAvenueNEvergladesCityCollierCountyFlorida34139UnitedStates,0.0
296,356,Add%877 Grenada Lane Little Torch Key Monroe FL%Gable.jpg,877 Grenada Lane Little Torch Key Monroe FL 33042 United States,877 Grenada Lane Little Torch Key Monroe FL 33042 United States,1.0,Single Family Residence,1968.0,1989.0,Gable,Standing Seam Metal,Vinyl siding,1.0,877GrenadaLaneLittleTorchKeyMonroeFL33042UnitedStates,0.0
298,162,Add%980 Sundrop Ct Marco Island Collier FL%Hip.jpg,980 Sundrop Ct Marco Island Collier FL 34145 US,980 Sundrop Ct Marco Island Collier FL 34145 US,0.0,Single Family Residence,1975.0,1975.0,Hip,Tile (clay),Stucco,1.0,980SundropCtMarcoIslandCollierFL34145US,0.0
299,426,Add%1241 Fruitland Avenue Marco Island Collier County FL%Hip_Complex.jpg,1241 Fruitland Avenue Marco Island Collier County Florida 34145 United States,1241 Fruitland Avenue Marco Island Collier County Florida 34145 United States,0.0,Single Family Residence,1968.0,1968.0,"Hip,Complex",Tile (clay),Stucco,1.0,1241FruitlandAvenueMarcoIslandCollierCountyFlorida34145UnitedStates,0.0
300,33,Add%1666 Pine Channel Drive Little Torch Key Monroe County FL%Gable.jpg,1666 Pine Channel Drive Little Torch Key Monroe County Florida 33042 United States,1666 Pine Channel Drive Little Torch Key Monroe County Florida 33042 United States,0.0,Single Family Residence,2007.0,2007.0,Gable,Asphalt shingles (3-tab),Vinyl siding,1.0,1666PineChannelDriveLittleTorchKeyMonroeCountyFlorida33042UnitedStates,0.0
301,6,Add%405 Copeland Ave N Everglades City Collier FL%Complex.jpg,405 Copeland Ave N Everglades City Collier Florida 34139 USA,405 Copeland Ave N Everglades City Collier Florida 34139 USA,2.0,Single Family Residence,1932.0,1932.0,Complex,Standing Seam Metal,Vinyl siding,1.0,405CopelandAveNEvergladesCityCollierFlorida34139USA,0.0
302,269,Add%1208 Fruitland Ave Marco Island Collier FL%Hip.jpg,1208 Fruitland Ave Marco Island Collier FL 34145 US,1208 Fruitland Ave Marco Island Collier FL 34145 US,0.0,Single Family Residence,1970.0,1970.0,Hip,Asphalt shingles (laminated),Stucco,1.0,1208FruitlandAveMarcoIslandCollierFL34145US,0.0
303,54,Add%882 Magnolia Ct Marco Island Collier FL%Hip.jpg,882 Magnolia Ct Marco Island Collier FL 34145 US,882 Magnolia Ct Marco Island Collier FL 34145 US,2.0,Single Family Residence,1997.0,1997.0,Hip,Tile (concrete),Stucco,1.0,882MagnoliaCtMarcoIslandCollierFL34145US,0.0
305,638,Add%887 Grenada Ln Little Torch Key Monroe FL%Gable.jpg,887 Grenada Ln Little Torch Key Monroe FL 33042 US,887 Grenada Ln Little Torch Key Monroe FL 33042 US,8.0,Single Family Residence,1996.0,1999.0,Gable,Asphalt shingles (laminated),Vinyl siding,1.0,887GrenadaLnLittleTorchKeyMonroeFL33042US,0.0
306,363,Add%245 Sunset Dr Islamorada Monroe FL%Complex.jpg,245 Sunset Dr Islamorada Monroe FL 33036 US,245 Sunset Dr Islamorada Monroe FL 33036 US,0.0,Single Family Residence,1963.0,1988.0,Complex,Standing Seam Metal,Stucco,1.0,245SunsetDrIslamoradaMonroeFL33036US,0.0
307,274,Add%36 Beach St Key West Monroe FL%Gable.jpg,36 Beach St Key West Monroe FL 33040 US,36 Beach St Key West Monroe FL 33040 US,8.0,Single Family Residence,2011.0,2011.0,Gable,Asphalt shingles (laminated),Vinyl siding,1.0,36BeachStKeyWestMonroeFL33040US,0.0
308,529,Add%13 Butterfield Trail Naples Collier County FL%Gable_Flat.jpg,13 Butterfield Trail Naples Collier County Florida 34113 United States,13 Butterfield Trail Naples Collier County Florida 34113 United States,1.75,Mobile Home,1972.0,1972.0,"Gable,Flat",EPDM rubber roof,Vinyl siding,1.0,13ButterfieldTrailNaplesCollierCountyFlorida34113UnitedStates,0.0
309,700,Add%1790 Addison Ct Marco Island Collier FL%Hip.jpg,1790  Addison Ct Marco Island Collier FL 34145 US,1790  Addison Ct Marco Island Collier FL 34145 US,0.0,Single Family Residence,2001.0,2001.0,Hip,Tile (clay),Stucco,1.0,1790AddisonCtMarcoIslandCollierFL34145US,0.0
310,193,Add%507 Buckner Ave N Everglades City Collier FL%Gable.jpg,507 Buckner Ave N Everglades City Collier Florida 34139 USA,507 Buckner Ave N Everglades City Collier Florida 34139 USA,2.0,Single Family Residence,1935.0,1935.0,Gable,Metal shingle,Wood plank siding,1.0,507BucknerAveNEvergladesCityCollierFlorida34139USA,0.0
312,173,Add%23015 Tarpon Lane Cudjoe Key Monroe County FL%Hip.jpg,23015 Tarpon Lane Cudjoe Key Monroe County Florida 33042 United States,23015 Tarpon Lane Cudjoe Key Monroe County Florida 33042 United States,8.0,Single Family Residence,1986.0,1997.0,Hip,Standing Seam Metal,"Stucco,Wood panel siding",1.0,23015TarponLaneCudjoeKeyMonroeCountyFlorida33042UnitedStates,0.0
313,209,Add%504 Copeland Ave N Everglades City Collier FL%Gable.jpg,504 Copeland Ave N Everglades City Collier Florida 34139 USA,504 Copeland Ave N Everglades City Collier Florida 34139 USA,0.0,Single Family Residence,1964.0,1964.0,Gable,Standing Seam Metal,Wood plank siding,2.0,504CopelandAveNEvergladesCityCollierFlorida34139USA,0.0
314,113,Add%403 Mango Ave Goodland Collier FL%Gable.jpg,403 Mango Ave Goodland Collier FL 34140 US,403 Mango Ave Goodland Collier FL 34140 US,1.0,Single Family Residence,1951.0,1951.0,Gable,Asphalt shingles (laminated),Vinyl siding,1.0,403MangoAveGoodlandCollierFL34140US,0.0
315,371,Add%1201 Redwood Ct Marco Island Collier FL%Hip.jpg,1201 Redwood Ct Marco Island Collier Florida 34145 USA,1201 Redwood Ct Marco Island Collier Florida 34145 USA,0.0,Single Family Residence,1989.0,1989.0,Hip,Tile (clay),Stucco,1.0,1201RedwoodCtMarcoIslandCollierFlorida34145USA,0.0
316,152,Add%101 East Ocean Drive Marathon Monroe County FL%Flat.jpg,101 East Ocean Drive Marathon Monroe County Florida 33050 United States,101 East Ocean Drive Marathon Monroe County Florida 33050 United States,8.0,Apartment / Condo,1983.0,1983.0,Flat,Tile (clay),Stucco,3.0,101EastOceanDriveMarathonMonroeCountyFlorida33050UnitedStates,0.0
317,603,Add%1264 Orange Court Marco Island Collier County FL%Complex.jpg,1264 Orange Court Marco Island Collier County Florida 34145 US,1264 Orange Court Marco Island Collier County Florida 34145 US,2.0,Single Family Residence,1976.0,1976.0,Complex,Tile (concrete),Stucco,2.0,1264OrangeCourtMarcoIslandCollierCountyFlorida34145US,0.0
318,151,Add%584 Nassau Road Marco Island Collier County FL%Hip_Complex.jpg,584 Nassau Road Marco Island Collier County Florida 34145 United States,584 Nassau Road Marco Island Collier County Florida 34145 United States,0.0,Single Family Residence,1987.0,2007.0,"Hip,Complex",Tile (clay),Stucco,1.0,584NassauRoadMarcoIslandCollierCountyFlorida34145UnitedStates,0.0
319,675,Add%307 Porter St Naples Collier FL%Complex.jpg,307 Porter St Naples Collier FL 34113 US,307 Porter St Naples Collier FL 34113 US,0.0,Single Family Residence,2012.0,2012.0,Complex,Asphalt shingles (laminated),Stucco,1.0,307PorterStNaplesCollierFL34113US,0.0
320,23,Add%1112 Edington Pl Marco Island Collier FL%Complex.jpg,1112 Edington Pl Marco Island Collier FL 34145 US,1112 Edington Pl Marco Island Collier FL 34145 US,0.0,Single Family Residence,1975.0,1975.0,Complex,Tile (clay),Stucco,2.0,1112EdingtonPlMarcoIslandCollierFL34145US,0.0
321,35,Add%206 N Copeland Ave Everglades City Collier FL%Hip_Gable.jpg,206 N Copeland Ave Everglades City Collier FL 34139 US,206 N Copeland Ave Everglades City Collier FL 34139 US,0.0,Single Family Residence,1925.0,1925.0,Hip/Gable,Standing Seam Metal,Wood panel siding,1.0,206NCopelandAveEvergladesCityCollierFL34139US,0.0
323,625,Add%950 80thStreet Marathon Monroe County FL%Gable.jpg,950 80thStreet Marathon Monroe County Florida 33050 United States,950 80thStreet Marathon Monroe County Florida 33050 United States,8.0,Single Family Residence,2012.0,2012.0,Gable,Asphalt shingles (3-tab),Vinyl siding,1.0,95080thStreetMarathonMonroeCountyFlorida33050UnitedStates,0.0
324,527,Add%27415 St Lucie Ln Ramrod Key Monroe FL%Gable.jpg,27415 St Lucie Ln Ramrod Key Monroe FL 33042 US,27415 St Lucie Ln Ramrod Key Monroe FL 33042 US,0.0,Single Family Residence,1976.0,2001.0,Gable,Asphalt shingles (3-tab),Wood panel siding,1.0,27415StLucieLnRamrodKeyMonroeFL33042US,0.0
325,724,Add%31112 Avenue C Big Pine Key Monroe FL%Gable.jpg,31112 Avenue C Big Pine Key Monroe FL 33043 US,31112 Avenue C Big Pine Key Monroe FL 33043 US,9.0,Single Family Residence,2004.0,2004.0,Gable,Asphalt shingles (laminated),Vinyl siding,1.0,31112AvenueCBigPineKeyMonroeFL33043US,0.0
327,317,Add%31456 Avenue F Big Pine Key Monroe County FL%Gable.jpg,31456 Avenue F Big Pine Key Monroe County Florida 33043 US,31456 Avenue F Big Pine Key Monroe County Florida 33043 US,2.0,Mobile Home,1972.0,1992.0,Gable,Corrugated metal,Sheet metal,1.0,31456AvenueFBigPineKeyMonroeCountyFlorida33043US,0.0
328,718,Add%23072 Snapper Ln Cudjoe Key Monroe FL%Gable.jpg,23072 Snapper Ln Cudjoe Key Monroe FL 33042 US,23072 Snapper Ln Cudjoe Key Monroe FL 33042 US,8.0,Single Family Residence,1986.0,1997.0,Gable,Asphalt shingles (3-tab),Wood panel siding,1.0,23072SnapperLnCudjoeKeyMonroeFL33042US,0.0
329,722,Add%830 89TH ST Marathon Monroe FL%Gable.jpg,830 89TH ST Marathon Monroe Florida,830 89TH ST Marathon Monroe Florida,0.0,Single Family Residence,1973.0,1998.0,Gable,Asphalt shingles (laminated),Stucco,1.0,83089THSTMarathonMonroeFlorida,0.0
330,582,Add%478 Hartley St Marco Island Collier County FL%Hip_Other.jpg,478 Hartley St Marco Island Collier County Florida 34145 US,478 Hartley St Marco Island Collier County Florida 34145 US,4.5,Single Family Residence,1995.0,1995.0,"Hip,Other",Corrugated metal,Wood panel siding,2.0,478HartleyStMarcoIslandCollierCountyFlorida34145US,0.0
331,362,Add%503 Copeland Ave Everglades City Collier FL%Complex.jpg,503 Copeland Ave Everglades City Collier Florida 34139 USA,503 Copeland Ave Everglades City Collier Florida 34139 USA,1.0,Single Family Residence,1955.0,1955.0,Complex,Standing Seam Metal,Vinyl siding,1.0,503CopelandAveEvergladesCityCollierFlorida34139USA,0.0
332,309,Add%1130 Vernon Pl Marco Island Collier FL%Hip.jpg,1130 Vernon Pl Marco Island Collier FL 34145 US,1130 Vernon Pl Marco Island Collier FL 34145 US,0.0,Single Family Residence,1992.0,1992.0,Hip,Tile (clay),Stucco,1.0,1130VernonPlMarcoIslandCollierFL34145US,0.0
333,339,Add%403 Copeland Ave N Everglades City Collier FL%Hip.jpg,403 Copeland Ave N Everglades City Collier Florida 34139 USA,403 Copeland Ave N Everglades City Collier Florida 34139 USA,0.0,Single Family Residence,1957.0,1957.0,Hip,Asphalt shingles (laminated),Wood plank siding,1.0,403CopelandAveNEvergladesCityCollierFlorida34139USA,0.0
334,26,Add%733 Trinidad Lane Little Torch Key Monroe County FL%Hip.jpg,733 Trinidad Lane Little Torch Key Monroe County Florida 33042 United States,733 Trinidad Lane Little Torch Key Monroe County Florida 33042 United States,8.0,Single Family Residence,2016.0,2016.0,Hip,Standing Seam Metal,Stucco,1.0,733TrinidadLaneLittleTorchKeyMonroeCountyFlorida33042UnitedStates,0.0
335,331,Add%2904 SW 5th Ave Miami Miami-Dade County FL%Hip_Gable.jpg,2904 SW 5th Ave Miami Miami-Dade County Florida 33129 United States,2904 SW 5th Ave Miami Miami-Dade County Florida 33129 United States,0.0,Single Family Residence,1936.0,1936.0,Hip/Gable,Tile (clay),Stucco,1.0,2904SW5thAveMiamiMiami-DadeCountyFlorida33129UnitedStates,0.0
336,48,Add%3046 Indian River Dr NE Palm Bay Brevard FL%Flat.jpg,3046 Indian River Dr NE Palm Bay Brevard FL 32905 US,3046 Indian River Dr NE Palm Bay Brevard FL 32905 US,0.0,Mobile Home,1970.0,1970.0,Flat,Standing Seam Metal,Vinyl siding,1.0,3046IndianRiverDrNEPalmBayBrevardFL32905US,0.0
337,567,Add%2353 SW 2nd St Miami Miami-Dade FL%Hip.jpg,2353 SW 2nd St Miami Miami-Dade FL 33135 US,2353 SW 2nd St Miami Miami-Dade FL 33135 US,0.0,Single Family Residence,1968.0,1968.0,Hip,Tile (clay),Stucco,1.0,2353SW2ndStMiamiMiami-DadeFL33135US,0.0
338,122,Add%27456 Tobago Ln Summerland Key Monroe FL%Gable.jpg,27456 Tobago Ln Summerland Key Monroe FL 33042 US,27456 Tobago Ln Summerland Key Monroe FL 33042 US,8.0,Single Family Residence,1989.0,2003.0,Gable,Asphalt shingles (laminated),Wood panel siding,1.0,27456TobagoLnSummerlandKeyMonroeFL33042US,0.0
340,170,Add%19527 Indian Mound Dr Sugarloaf Key Monroe FL%Gable.jpg,19527 Indian Mound Dr Sugarloaf Key Monroe FL 33042 US,19527 Indian Mound Dr Sugarloaf Key Monroe FL 33042 US,8.0,Single Family Residence,1996.0,1999.0,Gable,Corrugated metal,Vinyl siding,2.0,19527IndianMoundDrSugarloafKeyMonroeFL33042US,0.0
341,673,Add%27319 Jamaica Lane Ramrod Key Monroe County FL%Gable.jpg,27319 Jamaica Lane Ramrod Key Monroe County Florida 33042 United States,27319 Jamaica Lane Ramrod Key Monroe County Florida 33042 United States,8.0,Single Family Residence,1995.0,1999.0,Gable,Standing Seam Metal,Vinyl siding,1.0,27319JamaicaLaneRamrodKeyMonroeCountyFlorida33042UnitedStates,0.0
342,321,Add%28583 Tortuga Rd Little Torch Key Monroe County FL%Complex.jpg,28583 Tortuga Rd Little Torch Key Monroe County Florida 33042 United States,28583 Tortuga Rd Little Torch Key Monroe County Florida 33042 United States,9.0,Single Family Residence,1997.0,1997.0,Complex,Standing Seam Metal,Vinyl siding,2.0,28583TortugaRdLittleTorchKeyMonroeCountyFlorida33042UnitedStates,0.0
343,544,Add%27384 St Lucie Ln Ramrod Key Monroe FL%Gable.jpg,27384 St Lucie Ln Ramrod Key Monroe FL 33042 US,27384 St Lucie Ln Ramrod Key Monroe FL 33042 US,8.0,Single Family Residence,1988.0,2003.0,Gable,Asphalt shingles (laminated),Wood plank siding,1.0,27384StLucieLnRamrodKeyMonroeFL33042US,0.0
344,85,Add%679 6th Ave Marco Island Collier FL%Gable.jpg,679 6th Ave Marco Island Collier FL 34145 US,679 6th Ave Marco Island Collier FL 34145 US,0.0,Single Family Residence,1994.0,1994.0,Gable,Asphalt shingles (3-tab),Vinyl siding,1.0,6796thAveMarcoIslandCollierFL34145US,0.0
345,297,Add%27410 Barbados Ln Ramrod Key Monroe FL%Gable.jpg,27410 Barbados Ln Ramrod Key Monroe FL 33042 US,27410 Barbados Ln Ramrod Key Monroe FL 33042 US,10.0,Single Family Residence,1984.0,2003.0,Gable,Standing Seam Metal,Wood panel siding,1.0,27410BarbadosLnRamrodKeyMonroeFL33042US,0.0
346,479,Add%30854 Ortega Ln Big Pine Key Monroe FL%Gable.jpg,30854 Ortega Ln Big Pine Key Monroe FL 33043 US,30854 Ortega Ln Big Pine Key Monroe FL 33043 US,0.0,Single Family Residence,1970.0,1985.0,Gable,Corrugated metal,Wood panel siding,1.0,30854OrtegaLnBigPineKeyMonroeFL33043US,0.0
347,591,Add%860 South Joy Circle Marco Island Collier County FL%Hip_Complex.jpg,860 South Joy Circle Marco Island Collier County Florida 34145 US,860 South Joy Circle Marco Island Collier County Florida 34145 US,1.0,Single Family Residence,2000.0,2000.0,"Hip,Complex",Tile (clay),Stucco,1.0,860SouthJoyCircleMarcoIslandCollierCountyFlorida34145US,0.0
348,357,Add%19567 Navajo St Sugarloaf Key Monroe FL%Gable.jpg,19567 Navajo St Sugarloaf Key Monroe FL 33042 US,19567 Navajo St Sugarloaf Key Monroe FL 33042 US,9.0,Single Family Residence,1994.0,2000.0,Gable,Asphalt shingles (3-tab),Vinyl siding,1.0,19567NavajoStSugarloafKeyMonroeFL33042US,0.0
349,20,Add%428 Mango Avenue Goodland Collier County FL%Hip_Complex.jpg,428 Mango Avenue Goodland Collier County Florida 34140 United States,428 Mango Avenue Goodland Collier County Florida 34140 United States,0.0,Single Family Residence,2005.0,2005.0,"Hip,Complex",Standing Seam Metal,Stucco,1.0,428MangoAvenueGoodlandCollierCountyFlorida34140UnitedStates,0.0
350,70,Add%482 Brown Dr Ramrod Key Monroe FL%Gable.jpg,482 Brown Dr Ramrod Key Monroe FL 33042 US,482 Brown Dr Ramrod Key Monroe FL 33042 US,8.0,Single Family Residence,1993.0,2000.0,Gable,Standing Seam Metal,Vinyl siding,2.0,482BrownDrRamrodKeyMonroeFL33042US,0.0
351,117,Add%27374 St Lucie Ln Ramrod Key Monroe FL%Gable.jpg,27374 St Lucie Ln Ramrod Key Monroe FL 33042 US,27374 St Lucie Ln Ramrod Key Monroe FL 33042 US,9.0,Single Family Residence,2006.0,2006.0,Gable,Asphalt shingles (3-tab),Vinyl siding,1.0,27374StLucieLnRamrodKeyMonroeFL33042US,0.0
352,64,Add%3444 N Roosevelt Blvd Key West Monroe FL%Gable.jpg,3444 N Roosevelt Blvd Key West Monroe FL 33040 US,3444 N Roosevelt Blvd Key West Monroe FL 33040 US,0.0,Hotel / Motel,1986.0,1995.0,"Gable,Flat",Standing Seam Metal,Stucco,5.0,3444NRooseveltBlvdKeyWestMonroeFL33040US,0.0
353,325,Add%17386 Keystone Rd Sugarloaf Key Monroe FL%Hip.jpg,17386 Keystone Rd Sugarloaf Key Monroe FL 33042 US,17386 Keystone Rd Sugarloaf Key Monroe FL 33042 US,8.0,Single Family Residence,1990.0,1999.0,Hip,Tile (concrete),Stucco,1.0,17386KeystoneRdSugarloafKeyMonroeFL33042US,0.0
354,126,Add%23056 Tarpon Ln Cudjoe Key Monroe FL%Gable.jpg,23056 Tarpon Ln Cudjoe Key Monroe FL 33042 US,23056 Tarpon Ln Cudjoe Key Monroe FL 33042 US,7.0,Single Family Residence,2000.0,2002.0,Gable,Asphalt shingles (3-tab),Vinyl siding,1.0,23056TarponLnCudjoeKeyMonroeFL33042US,0.0
355,497,Add%1257 Fruitland Avenue Marco Island Collier County FL%Hip_Complex.jpg,1257 Fruitland Avenue Marco Island Collier County Florida 34145 United States,1257 Fruitland Avenue Marco Island Collier County Florida 34145 United States,0.0,Single Family Residence,1968.0,1968.0,"Hip,Complex",Tile (concrete),Stucco,1.0,1257FruitlandAvenueMarcoIslandCollierCountyFlorida34145UnitedStates,0.0
357,480,Add%423 Mango Ave Marco Island Collier FL%Gable.jpg,423 Mango Ave Marco Island Collier FL 34140 US,423 Mango Ave Marco Island Collier FL 34140 US,2.0,Single Family Residence,1954.0,1954.0,Gable,Metal shingle,Wood panel siding,1.0,423MangoAveMarcoIslandCollierFL34140US,0.0
358,442,Add%27336 Tobago Ln Summerland Key Monroe FL%Gable.jpg,27336 Tobago Ln Summerland Key Monroe FL 33042 US,27336 Tobago Ln Summerland Key Monroe FL 33042 US,8.0,Single Family Residence,2012.0,2012.0,Gable,Standing Seam Metal,Vinyl siding,2.0,27336TobagoLnSummerlandKeyMonroeFL33042US,0.0
359,355,Add%361 Avenue D Summerland Key Monroe FL%Hip_Gable.jpg,361 Avenue D Summerland Key Monroe FL 33042 US,361 Avenue D Summerland Key Monroe FL 33042 US,8.0,Single Family Residence,1987.0,1998.0,Hip/Gable,Standing Seam Metal,Wood plank siding,2.0,361AvenueDSummerlandKeyMonroeFL33042US,0.0
360,267,Add%28431 Kingston Ln Little Torch Key Monroe County FL%Gable.jpg,28431 Kingston Ln Little Torch Key Monroe County Florida 33042 United States,28431 Kingston Ln Little Torch Key Monroe County Florida 33042 United States,8.0,Single Family Residence,1986.0,1995.0,Gable,Asphalt shingles (3-tab),Stucco,1.0,28431KingstonLnLittleTorchKeyMonroeCountyFlorida33042UnitedStates,0.0
361,602,Add%30887 Ortega Ln Big Pine Key Monroe FL%Gable.jpg,30887 Ortega Ln Big Pine Key Monroe FL 33043 US,30887 Ortega Ln Big Pine Key Monroe FL 33043 US,0.0,Single Family Residence,1968.0,1988.0,Gable,Standing Seam Metal,Stucco,2.0,30887OrtegaLnBigPineKeyMonroeFL33043US,0.0
